participant_id,block_num,dynamic,static,av,sv,as,trial,state,response,rt,correct
01,1,False,True,False,False,True,1,ss,s,1.7162940502166748,True
01,1,False,True,False,False,True,2,as,s,0.919144868850708,False
01,1,False,True,False,False,True,3,ss,s,1.897122859954834,True
01,1,False,True,False,False,True,4,as,k,0.5323848724365234,True
01,1,False,True,False,False,True,5,ss,s,0.41340088844299316,True
01,1,False,True,False,False,True,6,as,k,0.5241880416870117,True
01,1,False,True,False,False,True,7,ss,s,0.38239312171936035,True
01,1,False,True,False,False,True,8,ss,k,0.3737940788269043,False
01,1,False,True,False,False,True,9,ss,k,0.8618178367614746,False
01,1,False,True,False,False,True,10,ss,s,1.0025241374969482,True
01,1,False,True,False,False,True,11,ss,k,1.4650568962097168,False
01,1,False,True,False,False,True,12,as,s,0.6777610778808594,False
01,1,False,True,False,False,True,13,ss,s,0.8897571563720703,True
01,1,False,True,False,False,True,14,ss,s,1.133162021636963,True
01,1,False,True,False,False,True,15,ss,s,1.4464111328125,True
01,1,False,True,False,False,True,16,as,k,2.1478190422058105,True
01,1,False,True,False,False,True,17,as,s,0.7488830089569092,False
01,1,False,True,False,False,True,18,ss,k,0.5337769985198975,False
01,1,False,True,False,False,True,19,as,s,0.4391920566558838,False
01,1,False,True,False,False,True,20,as,s,2.5485260486602783,False
01,1,False,True,False,False,True,21,ss,k,0.35768795013427734,False
01,1,False,True,False,False,True,22,ss,s,2.830467939376831,True
01,1,False,True,False,False,True,23,ss,s,0.7883648872375488,True
01,1,False,True,False,False,True,24,ss,s,2.5316169261932373,True
01,1,False,True,False,False,True,25,ss,k,0.6536998748779297,False
01,1,False,True,False,False,True,26,ss,k,0.43443799018859863,False
01,1,False,True,False,False,True,27,ss,s,2.807776927947998,True
01,1,False,True,False,False,True,28,ss,s,1.2704110145568848,True
01,1,False,True,False,False,True,29,as,s,0.8264381885528564,False
01,1,False,True,False,False,True,30,ss,k,0.4242990016937256,False
01,1,False,True,False,False,True,31,ss,s,0.29442596435546875,True
01,1,False,True,False,False,True,32,as,s,0.45783495903015137,False
01,1,False,True,False,False,True,33,ss,k,0.6544291973114014,False
01,1,False,True,False,False,True,34,ss,s,0.6352219581604004,True
01,1,False,True,False,False,True,35,ss,s,0.7204880714416504,True
01,1,False,True,False,False,True,36,ss,s,4.226468086242676,True
01,1,False,True,False,False,True,37,as,s,2.4964709281921387,False
01,1,False,True,False,False,True,38,ss,k,0.7157771587371826,False
01,1,False,True,False,False,True,39,ss,s,0.38978099822998047,True
01,1,False,True,False,False,True,40,ss,s,0.509192943572998,True
01,2,False,True,True,False,False,1,ss,s,0.9405410289764404,True
01,2,False,True,True,False,False,2,av,k,1.173638105392456,True
01,2,False,True,True,False,False,3,ss,s,1.1258649826049805,True
01,2,False,True,True,False,False,4,ss,s,0.7355899810791016,True
01,2,False,True,True,False,False,5,ss,k,1.5292000770568848,False
01,2,False,True,True,False,False,6,ss,s,0.3710770606994629,True
01,2,False,True,True,False,False,7,ss,k,0.7631471157073975,False
01,2,False,True,True,False,False,8,ss,s,0.5157339572906494,True
01,2,False,True,True,False,False,9,ss,k,1.4857749938964844,False
01,2,False,True,True,False,False,10,ss,s,0.5932559967041016,True
01,2,False,True,True,False,False,11,ss,s,0.7764358520507812,True
01,2,False,True,True,False,False,12,ss,k,0.776439905166626,False
01,2,False,True,True,False,False,13,ss,s,0.39253997802734375,True
01,2,False,True,True,False,False,14,ss,s,0.6877951622009277,True
01,2,False,True,True,False,False,15,ss,s,0.587177038192749,True
01,2,False,True,True,False,False,16,ss,s,0.40251588821411133,True
01,2,False,True,True,False,False,17,av,s,0.3052339553833008,False
01,2,False,True,True,False,False,18,ss,s,1.0437748432159424,True
01,2,False,True,True,False,False,19,av,s,1.081178903579712,False
01,2,False,True,True,False,False,20,ss,s,0.6612231731414795,True
01,2,False,True,True,False,False,21,ss,k,0.4575779438018799,False
01,2,False,True,True,False,False,22,av,s,0.31043291091918945,False
01,2,False,True,True,False,False,23,ss,s,0.8412120342254639,True
01,2,False,True,True,False,False,24,ss,s,1.8063039779663086,True
01,2,False,True,True,False,False,25,av,k,0.5250570774078369,True
01,2,False,True,True,False,False,26,ss,s,0.38321590423583984,True
01,2,False,True,True,False,False,27,ss,s,0.2943689823150635,True
01,2,False,True,True,False,False,28,av,k,0.4657888412475586,True
01,2,False,True,True,False,False,29,ss,s,0.3255438804626465,True
01,2,False,True,True,False,False,30,ss,s,0.2557101249694824,True
01,2,False,True,True,False,False,31,ss,k,0.3324317932128906,False
01,2,False,True,True,False,False,32,ss,k,0.7015440464019775,False
01,2,False,True,True,False,False,33,ss,s,0.3444638252258301,True
01,2,False,True,True,False,False,34,ss,s,0.36977481842041016,True
01,2,False,True,True,False,False,35,av,s,0.793795108795166,False
01,2,False,True,True,False,False,36,ss,s,0.617236852645874,True
01,2,False,True,True,False,False,37,ss,s,0.23917293548583984,True
01,2,False,True,True,False,False,38,ss,s,0.24445891380310059,True
01,2,False,True,True,False,False,39,av,s,0.9698569774627686,False
01,2,False,True,True,False,False,40,av,s,0.33779096603393555,False
01,3,False,True,False,True,False,1,ss,s,1.0124640464782715,True
01,3,False,True,False,True,False,2,sv,s,0.6912610530853271,False
01,3,False,True,False,True,False,3,ss,s,1.078559160232544,True
01,3,False,True,False,True,False,4,ss,k,0.46637701988220215,False
01,3,False,True,False,True,False,5,sv,s,0.3904531002044678,False
01,3,False,True,False,True,False,6,ss,s,0.813546895980835,True
01,3,False,True,False,True,False,7,ss,k,0.39650797843933105,False
01,3,False,True,False,True,False,8,ss,s,0.41976499557495117,True
01,3,False,True,False,True,False,9,sv,k,0.6097779273986816,True
01,3,False,True,False,True,False,10,ss,s,0.43231797218322754,True
01,3,False,True,False,True,False,11,ss,s,0.3657691478729248,True
01,3,False,True,False,True,False,12,ss,k,0.45382094383239746,False
01,3,False,True,False,True,False,13,ss,k,0.47451019287109375,False
01,3,False,True,False,True,False,14,sv,k,0.3904290199279785,True
01,3,False,True,False,True,False,15,ss,s,0.3897387981414795,True
01,3,False,True,False,True,False,16,sv,s,0.29319190979003906,False
01,3,False,True,False,True,False,17,ss,s,0.8484799861907959,True
01,3,False,True,False,True,False,18,sv,s,1.3098151683807373,False
01,3,False,True,False,True,False,19,ss,s,0.6725029945373535,True
01,3,False,True,False,True,False,20,ss,s,1.4523499011993408,True
01,3,False,True,False,True,False,21,sv,k,0.45717501640319824,True
01,3,False,True,False,True,False,22,ss,s,0.549717903137207,True
01,3,False,True,False,True,False,23,sv,s,0.48641085624694824,False
01,3,False,True,False,True,False,24,sv,s,0.785742998123169,False
01,3,False,True,False,True,False,25,ss,s,1.2171509265899658,True
01,3,False,True,False,True,False,26,sv,s,0.7429161071777344,False
01,3,False,True,False,True,False,27,ss,s,0.7922780513763428,True
01,3,False,True,False,True,False,28,sv,k,0.5357699394226074,True
01,3,False,True,False,True,False,29,ss,s,0.5851991176605225,True
01,3,False,True,False,True,False,30,sv,k,0.4164459705352783,True
01,3,False,True,False,True,False,31,ss,s,0.5665240287780762,True
01,3,False,True,False,True,False,32,ss,k,0.43825697898864746,False
01,3,False,True,False,True,False,33,ss,k,0.4437539577484131,False
01,3,False,True,False,True,False,34,ss,s,0.34519100189208984,True
01,3,False,True,False,True,False,35,sv,k,1.0822639465332031,True
01,3,False,True,False,True,False,36,ss,s,0.6057529449462891,True
01,3,False,True,False,True,False,37,ss,s,0.4844970703125,True
01,3,False,True,False,True,False,38,sv,k,0.9755170345306396,True
01,3,False,True,False,True,False,39,ss,s,0.33585691452026367,True
01,3,False,True,False,True,False,40,ss,s,0.4011991024017334,True
01,4,False,True,True,False,False,1,av,s,1.0857889652252197,False
01,4,False,True,True,False,False,2,ss,s,0.5051219463348389,True
01,4,False,True,True,False,False,3,av,k,0.3478689193725586,True
01,4,False,True,True,False,False,4,av,s,0.4212222099304199,False
01,4,False,True,True,False,False,5,ss,k,0.5632240772247314,False
01,4,False,True,True,False,False,6,ss,s,1.1798360347747803,True
01,4,False,True,True,False,False,7,ss,k,0.46785616874694824,False
01,4,False,True,True,False,False,8,ss,k,0.7277541160583496,False
01,4,False,True,True,False,False,9,ss,s,0.3776209354400635,True
01,4,False,True,True,False,False,10,ss,s,0.5217368602752686,True
01,4,False,True,True,False,False,11,ss,k,0.4917569160461426,False
01,4,False,True,True,False,False,12,ss,s,0.35918498039245605,True
01,4,False,True,True,False,False,13,ss,s,0.5598101615905762,True
01,4,False,True,True,False,False,14,ss,k,0.5685150623321533,False
01,4,False,True,True,False,False,15,ss,s,0.40834999084472656,True
01,4,False,True,True,False,False,16,av,s,0.4872140884399414,False
01,4,False,True,True,False,False,17,ss,s,0.8344080448150635,True
01,4,False,True,True,False,False,18,ss,s,0.3435359001159668,True
01,4,False,True,True,False,False,19,ss,s,0.5051820278167725,True
01,4,False,True,True,False,False,20,ss,s,2.7077720165252686,True
01,4,False,True,True,False,False,21,av,s,0.7345139980316162,False
01,4,False,True,True,False,False,22,av,s,0.3357119560241699,False
01,4,False,True,True,False,False,23,ss,s,0.7369508743286133,True
01,4,False,True,True,False,False,24,ss,s,0.41027212142944336,True
01,4,False,True,True,False,False,25,ss,s,0.3132328987121582,True
01,4,False,True,True,False,False,26,ss,s,0.4837470054626465,True
01,4,False,True,True,False,False,27,av,s,1.095445156097412,False
01,4,False,True,True,False,False,28,ss,s,0.35440492630004883,True
01,4,False,True,True,False,False,29,ss,s,0.0751957893371582,True
01,4,False,True,True,False,False,30,ss,s,0.3352229595184326,True
01,4,False,True,True,False,False,31,ss,k,0.36824798583984375,False
01,4,False,True,True,False,False,32,av,s,0.5286040306091309,False
01,4,False,True,True,False,False,33,ss,s,1.4502661228179932,True
01,4,False,True,True,False,False,34,ss,s,0.2872660160064697,True
01,4,False,True,True,False,False,35,av,s,0.30640602111816406,False
01,4,False,True,True,False,False,36,ss,s,0.3892068862915039,True
01,4,False,True,True,False,False,37,ss,k,0.276447057723999,False
01,4,False,True,True,False,False,38,ss,s,0.2724440097808838,True
01,4,False,True,True,False,False,39,av,k,0.3084580898284912,True
01,4,False,True,True,False,False,40,av,s,0.6952698230743408,False
01,5,False,True,False,False,True,1,ss,s,3.921066999435425,True
01,5,False,True,False,False,True,2,as,k,0.7472331523895264,True
01,5,False,True,False,False,True,3,ss,s,0.4524059295654297,True
01,5,False,True,False,False,True,4,as,s,1.4331908226013184,False
01,5,False,True,False,False,True,5,ss,s,0.3745279312133789,True
01,5,False,True,False,False,True,6,ss,k,0.5185539722442627,False
01,5,False,True,False,False,True,7,ss,k,0.7843890190124512,False
01,5,False,True,False,False,True,8,ss,s,0.407804012298584,True
01,5,False,True,False,False,True,9,as,k,0.4702301025390625,True
01,5,False,True,False,False,True,10,ss,s,0.33023595809936523,True
01,5,False,True,False,False,True,11,as,s,0.3485569953918457,False
01,5,False,True,False,False,True,12,ss,s,0.9019160270690918,True
01,5,False,True,False,False,True,13,ss,s,0.29655003547668457,True
01,5,False,True,False,False,True,14,ss,s,0.33184313774108887,True
01,5,False,True,False,False,True,15,ss,k,0.36582303047180176,False
01,5,False,True,False,False,True,16,as,k,0.5578179359436035,True
01,5,False,True,False,False,True,17,ss,s,0.34232115745544434,True
01,5,False,True,False,False,True,18,ss,k,0.3677990436553955,False
01,5,False,True,False,False,True,19,ss,k,0.47182679176330566,False
01,5,False,True,False,False,True,20,as,s,0.5638549327850342,False
